Term	Gene	Chr	Start	End	Factor	Desc	Title	Class
GSM2051292	AT2G23380	Chr2	9953996	9956435	H3K23ac	Col-0; 3 day-old whole seedling after ethylene treatment	COL_H3K23Ac_ethylene_ChIPseq_rep1	EF	ChIP-seq
GSM2183133	AT2G23380	Chr2	9953998	9956466	H3K9/14ac	5 uM TSA treated for 3h	ChIP_TSA_3h_rep1	EF	ChIP-seq
GSM2051289	AT2G23380	Chr2	9953999	9956539	H3K9ac	Col-0; 3 day-old whole seedling after ethylene treatment	COL_H3K9Ac_ethylene_ChIPseq_rep1	EF	ChIP-seq
GSM1906920	AT2G23380	Chr2	9954003	9956393	H3K4me3	atx; 4 week-old rosette leaves	H3K4me3_ChIP-Seq_atx	EF	ChIP-seq
GSM1906922	AT2G23380	Chr2	9954004	9956334	H3K4me3	sdg2; 4 week-old rosette leaves	H3K4me3_ChIP-Seq_sdg2	EF	ChIP-seq
GSM2051290	AT2G23380	Chr2	9954007	9956486	H3K9ac	Col-0; 3 day-old whole seedling after ethylene treatment	COL_H3K9Ac_ethylene_ChIPseq_rep2	EF	ChIP-seq
GSM2101799	AT2G23380	Chr2	9954008	9956620	H3K4me3	fen1; 10 day-old seedlings	fen1_H3K4me3	EF	ChIP-seq
GSM2051286	AT2G23380	Chr2	9954009	9956362	H3K23ac	Col-0;3 day-old whole seedling after air treatment	COL_H3K23Ac_air_ChIPseq_rep1	EF	ChIP-seq
GSM2183126	AT2G23380	Chr2	9954009	9956377	H3K9/14ac	Water treated for 3h	ChIP_water_3h_rep2	EF	ChIP-seq
GSM2051283	AT2G23380	Chr2	9954014	9956449	H3K9ac	Col-0;3 day-old whole seedling after air treatment	COL_H3K9Ac_air_ChIPseq_rep1	EF	ChIP-seq
GSM2183134	AT2G23380	Chr2	9954014	9956567	H3K9/14ac	5 uM TSA treated for 3h	ChIP_TSA_3h_rep2	EF	ChIP-seq
GSM2101794	AT2G23380	Chr2	9954015	9956645	H3K4me3	C24; 10 day-old seedlings	TWT_H3K4me3	EF	ChIP-seq
GSM2051302	AT2G23380	Chr2	9954018	9956390	H3K23ac	ein2-5; 3 day-old seedling after ethylene treatment	ein2_H3K23Ac_ethylene_ChIPseq_rep1	EF	ChIP-seq
GSM2183128	AT2G23380	Chr2	9954018	9956543	H3K9/14ac	250 uM GSNO treated for 3h	ChIP_GSNO_3h_rep2	EF	ChIP-seq
GSM2183135	AT2G23380	Chr2	9954021	9956355	H3K9/14ac	Water treated for 16h	ChIP_water_16h_rep1	EF	ChIP-seq
GSM1667172	AT2G23380	Chr2	9954023	9956374	H3K23ac	suvh456; 3 week-old leaves	suvh456_H3K23ac_ChIP_rep	EF	ChIP-seq
GSM554339	AT2G23380	Chr2	9954023	9956290	H3K9ac	Columbia rosette leaf	H3K9ac_ChIPseq	EF	ChIP-seq
GSM2090078	AT2G23380	Chr2	9954024	9956670	H3K4me3	pold2; 10 day-old seedlings	pold2_H3K4me3	EF	ChIP-seq
GSM2388452	AT2G23380	Chr2	9954028	9956533	H3K9ac	WT	Col_K9_rep2	EF	ChIP-seq
GSM2183142	AT2G23380	Chr2	9954029	9956222	H3K9/14ac	250 uM GSNO/500 uM cPTIO treated for 16h	CHIP_GSNO_cPTIO_16h_rep2	EF	ChIP-seq
GSM1669393	AT2G23380	Chr2	9954032	9956348	H3K4me3	Col-0; 21 day-old rosette leaves in normal watered state	rosettes_wildtype_watered_H3K4me3_rep3	EF	ChIP-seq
GSM2183130	AT2G23380	Chr2	9954039	9956384	H3K9/14ac	250 uM GSH treated for 3h	ChIP_GSH_3h_rep2	EF	ChIP-seq
GSM2183143	AT2G23380	Chr2	9954039	9956619	H3K9/14ac	5 uM TSA treated for 16h	ChIP_TSA_16h_rep1	EF	ChIP-seq
GSM2388446	AT2G23380	Chr2	9954045	9956434	H3K9ac	WT	Col_K9_rep1	EF	ChIP-seq
GSM1193612	AT2G23380	Chr2	9954046	9956412	H3K4me3	WT	Col H3K4m3 ChIP (replicate 1)	EF	ChIP-seq
GSM2051298	AT2G23380	Chr2	9954050	9956325	H3K23ac	ein2-5; 3 day-old seedling after air treatment	ein2_H3K23Ac_air_ChIPseq_rep2	EF	ChIP-seq
GSM1193614	AT2G23380	Chr2	9954051	9956253	H3K4me3	ldl1 ldl2	ldl1 ldl2 H3K4m3 ChIP (replicate 1)	EF	ChIP-seq
GSM2090073	AT2G23380	Chr2	9954053	9956625	H3K4me3	C24; 10 day-old seedlings	WT_H3K4me3	EF	ChIP-seq
GSM2051295	AT2G23380	Chr2	9954063	9956277	H3K14ac	ein2-5; 3 day-old seedling after air treatment	ein2_H3K14Ac_air_ChIPseq_rep1	EF	ChIP-seq
GSM2342263	AT2G23380	Chr2	9954065	9956371	H3K27ac	pwr mutant in early senescence (ES) leaves	pwr-H3K27ac ChIP	EF	ChIP-seq
GSM2388450	AT2G23380	Chr2	9954068	9956431	H3K9ac	pwr mutants rep1	pwr2_K9_rep1	EF	ChIP-seq
GSM1464772	AT2G23380	Chr2	9954077	9956320	H3K4me3	jmj14-1	ChIP-2-130516	EF	ChIP-seq
GSM1655647	AT2G23380	Chr2	9954082	9956429	H3K9ac 	mature fully-expanded rosette leaf tissue; 30d	H3K9ac_30d_ChIP	EF	ChIP-seq
GSM2544792	AT2G23380	Chr2	9954084	9956314	H2A.Z	WT; 10 day-old seedlings	WT_H2AZ_#2	EF	ChIP-seq
GSM2263689	AT2G23380	Chr2	9954087	9956246	H3K36me3	Col-0; SAM and early stages leaves; 25C treated	H3K36me3-ChIP 25C biological replicate A	EF	ChIP-seq
GSM1942121	AT2G23380	Chr2	9954089	9956374	H2A.Z	Col-0 leaves 	A_thaliana_H2A.Z_chip	EF	ChIP-seq
GSM2544802	AT2G23380	Chr2	9954092	9956239	H2A.Z	H3.3 Knockdown; 10 day-old seedlings	H33KD_H2AZ_#2	EF	ChIP-seq
GSM2051293	AT2G23380	Chr2	9954113	9956308	H3K23ac	Col-0; 3 day-old whole seedling after ethylene treatment	COL_H3K23Ac_ethylene_ChIPseq_rep2	EF	ChIP-seq
GSM1193613	AT2G23380	Chr2	9954116	9956432	H3K4me3	jmj14	jmj14 H3K4m3 ChIP (replicate 1)	EF	ChIP-seq
GSM1464774	AT2G23380	Chr2	9954117	9956404	H3K4me3	JMJ14-HA	ChIP-6-130516	EF	ChIP-seq
GSM2544791	AT2G23380	Chr2	9954123	9956357	H2A.Z	WT; 10 day-old seedlings	WT_H2A.Z_#1	EF	ChIP-seq
GSM2051287	AT2G23380	Chr2	9954133	9955775	H3K23ac	Col-0;3 day-old whole seedling after air treatment	COL_H3K23Ac_air_ChIPseq_rep2	EF	ChIP-seq
GSM1282366	AT2G23380	Chr2	9954134	9955416	HBI1	pHBI1::HBI1-YFP; 4 week-old plants	pHBI1::HBI1-YFP	EF	ChIP-seq
GSM2544801	AT2G23380	Chr2	9954149	9956318	H2A.Z	H3.3 Knockdown; 10 day-old seedlings	H3.3KD_H2A.Z_#1	EF	ChIP-seq
GSM1669408	AT2G23380	Chr2	9954150	9956299	H3K4me3	Col-0; 21 day-old rosette leaves in drought stress state	rosettes_wildtype_peg_H3K4me3_rep3	EF	ChIP-seq
GSM1193615	AT2G23380	Chr2	9954170	9956427	H3K4me3	jmj14 ldl1 ldl2	jmj14 ldl1 ldl2 H3K4m3 ChIP (replicate 1)	EF	ChIP-seq
GSM1655651	AT2G23380	Chr2	9954170	9956519	H3K9ac 	mature fully-expanded rosette leaf tissue; 42d	H3K9ac_42d_ChIP	EF	ChIP-seq
GSM2028113	AT2G23380	Chr2	9954182	9956237	H3K27me3	WT seeds	RNAPol-II	EF	ChIP-seq
GSM1184662	AT2G23380	Chr2	9954202	9956234	ERF115	35S::ERF115-HBH; suspension cells	ERF115-HBH ChIP output	TF	ChIP-seq
GSM2130906	AT2G23380	Chr2	9954208	9956705	FBH3	EtOH mock treatment for 4 hours	AT1G51140_FBH3_EtOH_ChIP_rep1	TF	ChIP-seq
GSM1669391	AT2G23380	Chr2	9954215	9956199	H3K4me3	Col-0; 21 day-old rosette leaves in normal watered state	rosettes_wildtype_watered_H3K4me3_rep1	EF	ChIP-seq
GSM1257924	AT2G23380	Chr2	9954242	9955736	NRPE1	genotype: suvh2 suvh9 ecotype: Columbia w/ NRPE1-Flag transgene	121119_LJ_ChIPseq_index_11_rawreads_50bp.qseq.gz	EF	ChIP-seq
GSM1669406	AT2G23380	Chr2	9954245	9956220	H3K4me3	Col-0; 21 day-old rosette leaves in drought stress state	rosettes_wildtype_peg_H3K4me3_rep1	EF	ChIP-seq
GSM1669407	AT2G23380	Chr2	9954248	9956228	H3K4me3	Col-0; 21 day-old rosette leaves in drought stress state	rosettes_wildtype_peg_H3K4me3_rep2	EF	ChIP-seq
GSM1463810	AT2G23380	Chr2	9954252	9956295	BLUEJAY	BLJ-YFP	At_BLJ_YFP_2	TF	ChIP-seq
GSM1464773	AT2G23380	Chr2	9954278	9956426	H3K4me3	JMJ14-FYR-HA	ChIP-3-130516	EF	ChIP-seq
GSM1669392	AT2G23380	Chr2	9954313	9956193	H3K4me3	Col-0; 21 day-old rosette leaves in normal watered state	rosettes_wildtype_watered_H3K4me3_rep2	EF	ChIP-seq
GSM1925405	AT2G23380	Chr2	9954338	9954539	SVPb: MADS family	protein:SVP; gene id:AT2G22540; protein family:MADS; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:v3b; subset:motif	DAPSeq-MADS_tnt-SVP_colamp_v3b	TF	DAP-seq
GSM1925406	AT2G23380	Chr2	9954343	9954544	SVPb: MADS family	protein:SVP; gene id:AT2G22540; protein family:MADS; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:v3b; subset:motif	DAPSeq-MADS_tnt-SVP_col_v3b	TF	DAP-seq
GSM1566967	AT2G23380	Chr2	9954357	9955798	LEAFY/LFY	p35S:LFYTERE; 15 day-old seedlings	p35S:LFYTERE; rep2	TF	ChIP-seq
GSM1291193	AT2G23380	Chr2	9954374	9956248	E2Fa	35S::E2Fa-HBH; suspension cells with Ni2+-NTA and streptavidin-sepharose antibody	 E2Fa-HBH TChAP output; replicate 2	TF	ChIP-seq
GSM889585	AT2G23380	Chr2	9954374	9955913	PRR5	PRR5pro:FLAG-PRR5-GFP/prr5	PRR5-ChIP	TF	ChIP-seq
GSM1925536	AT2G23380	Chr2	9954400	9954601	ANAC005: NAC family	protein:ANAC005; gene id:AT1G02250; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC005_col_a	TF	DAP-seq
GSM1925593	AT2G23380	Chr2	9954401	9954602	NTM1: NAC family	protein:NTM1; gene id:AT4G01540; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-NTM1_col_a	TF	DAP-seq
GSM554340	AT2G23380	Chr2	9954401	9955088	H3K4me3	Columbia rosette leaf	H3K4me3_ChIPSeq	EF	ChIP-seq
GSM1383847	AT2G23380	Chr2	9954404	9955986	SPCH	SPCHp:SPCH2-4A-MYC in spch3; 4-day-old light grown seedlings	SPCH ChIP-Seq	TF	ChIP-seq
GSM958276	AT2G23380	Chr2	9954416	9955943	Myc	WT; 2 day-old whole seedlings under dark	WT-ChIP-4	TF	ChIP-seq
GSM1701081	AT2G23380	Chr2	9954419	9956198	TRB1	14 day-old wt seedlings with TRB1 antibody	ChIP-Seq analysis of TRB1 associated sequences_(TRB1(+)_anti-TRB1)	TF	ChIP-seq
GSM2342262	AT2G23380	Chr2	9954422	9955733	H3K27ac	hda9 mutant in both young (YL) and early senescence (ES) leaves	Col-H3K27ac ChIP	EF	ChIP-seq
GSM958272	AT2G23380	Chr2	9954430	9955928	PIF3	pif3-3 ; 2 day-old whole seedlings under dark	P3M-ChIP-4	TF	ChIP-seq
GSM958275	AT2G23380	Chr2	9954444	9955878	Myc	WT; 2 day-old whole seedlings under dark	WT-ChIP-3	TF	ChIP-seq
GSM1325788	AT2G23380	Chr2	9954459	9963318	SVP	pSVP:SVP:GFP svp-41 flc-3 FRI	pSVP:SVP:GFP svp-41 flc-3 FRI rep1	TF	ChIP-seq
GSM2130859	AT2G23380	Chr2	9954461	9955944	NFYB2	10 uM abscisic acid for 4 hours	AT5G47640_NFYB2_ABA_ChIP_rep1	TF	ChIP-seq
GSM2130931	AT2G23380	Chr2	9954462	9955947	HSFA6A	10 uM abscisic acid for 4 hours	AT5G43840_HSFA6A_ABA_ChIP_rep2	TF	ChIP-seq
GSM2130927	AT2G23380	Chr2	9954470	9956143	RD26	10 uM abscisic acid for 4 hours	AT4G27410_RD26_ABA_ChIP_rep3	TF	ChIP-seq
GSM1059960	AT2G23380	Chr2	9954479	9955908	Myc	Control wt	WT-ChIP-1	TF	ChIP-seq
GSM1116508	AT2G23380	Chr2	9954481	9955839	SOC1	SOC1p:gSOC1-GFP;soc1-2	gSOC1-GFP replicate 2	TF	ChIP-seq
GSM2130860	AT2G23380	Chr2	9954483	9955871	NFYB2	EtOH mock treatment for 4 hours	AT5G47640_NFYB2_EtOH_ChIP_rep1	TF	ChIP-seq
GSM1925681	AT2G23380	Chr2	9954490	9954691	GTL1: Trihelix family	protein:GTL1; gene id:AT1G33240; protein family:Trihelix; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-Trihelix_tnt-GTL1_col_a	TF	DAP-seq
GSM2130863	AT2G23380	Chr2	9954492	9955953	NFYB2	10 uM abscisic acid for 4 hours	AT5G47640_NFYB2_ABA_ChIP_rep3	TF	ChIP-seq
GSM2130913	AT2G23380	Chr2	9954499	9956041	MYB3	10 uM abscisic acid for 4 hours	AT1G22640_MYB3_ABA_ChIP_rep2	TF	ChIP-seq
GSM1925680	AT2G23380	Chr2	9954501	9954702	GTL1: Trihelix family	protein:GTL1; gene id:AT1G33240; protein family:Trihelix; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-Trihelix_tnt-GTL1_colamp_a	TF	DAP-seq
GSM2130871	AT2G23380	Chr2	9954502	9956042	GBF3	10 uM abscisic acid for 4 hours	AT2G46270_GBF3_ABA_ChIP_rep1	TF	ChIP-seq
GSM1325785	AT2G23380	Chr2	9954506	9960957	SVP	pSVP:SVP:GFP svp-41 FLC FRI	pSVP:SVP:GFP svp-41 FLC FRI rep1	TF	ChIP-seq
GSM2130929	AT2G23380	Chr2	9954508	9955984	HSFA6A	10 uM abscisic acid for 4 hours	AT5G43840_HSFA6A_ABA_ChIP_rep1	TF	ChIP-seq
GSM1482283	AT2G23380	Chr2	9954510	9956060	MYB3R3	MYB3R3-GFP; 9 day-old Col-0 whole seedlings	MYB3R3-GFP_9d_seedlings_ChIP	TF	ChIP-seq
GSM2130911	AT2G23380	Chr2	9954512	9956142	MYB3	10 uM abscisic acid for 4 hours	AT1G22640_MYB3_ABA_ChIP_rep1	TF	ChIP-seq
GSM2130975	AT2G23380	Chr2	9954512	9956051	ABF3	10 uM abscisic acid for 4 hours	AT4G34000_ABF3_ABA_ChIP_rep1	TF	ChIP-seq
GSM1239089	AT2G23380	Chr2	9954513	9955788	iBH1	p35S::IBH1-GFP; 10 day-old seedlings	IBL1-ChIP-Seq	TF	ChIP-seq
GSM2130949	AT2G23380	Chr2	9954514	9955989	HB6	10 uM abscisic acid for 4 hours	AT2G22430_HB6_ABA_ChIP_rep2	TF	ChIP-seq
GSM2130925	AT2G23380	Chr2	9954516	9956162	RD26	10 uM abscisic acid for 4 hours	AT4G27410_RD26_ABA_ChIP_rep2	TF	ChIP-seq
GSM2130873	AT2G23380	Chr2	9954519	9956010	GBF3	10 uM abscisic acid for 4 hours	AT2G46270_GBF3_ABA_ChIP_rep2	TF	ChIP-seq
GSM2130897	AT2G23380	Chr2	9954520	9956017	GBF2	10 uM abscisic acid for 4 hours	AT4G01120_GBF2_ABA_ChIP_rep3	TF	ChIP-seq
GSM1264688	AT2G23380	Chr2	9954522	9956132	BBM	2;4-D induced somatic embryos; pBBM::NLS-GFP	35S::BBM-GFP	TF	ChIP-seq
GSM2130923	AT2G23380	Chr2	9954522	9956093	RD26	10 uM abscisic acid for 4 hours	AT4G27410_RD26_ABA_ChIP_rep1	TF	ChIP-seq
GSM1566964	AT2G23380	Chr2	9954523	9955820	LEAFY/LFY	p35S:LFY; 15 day-old seedlings	p35S:LFY; rep1	TF	ChIP-seq
GSM1059962	AT2G23380	Chr2	9954524	9955851	Myc	Control wt	WT-ChIP-3	TF	ChIP-seq
GSM2130872	AT2G23380	Chr2	9954525	9956043	GBF3	EtOH mock treatment for 4 hours	AT2G46270_GBF3_EtOH_ChIP_rep1	TF	ChIP-seq
GSM2130874	AT2G23380	Chr2	9954526	9956029	GBF3	EtOH mock treatment for 4 hours	AT2G46270_GBF3_EtOH_ChIP_rep2	TF	ChIP-seq
GSM2130862	AT2G23380	Chr2	9954528	9955935	NFYB2	EtOH mock treatment for 4 hours	AT5G47640_NFYB2_EtOH_ChIP_rep2	TF	ChIP-seq
GSM2130977	AT2G23380	Chr2	9954529	9956099	ABF3	10 uM abscisic acid for 4 hours	AT4G34000_ABF3_ABA_ChIP_rep2	TF	ChIP-seq
GSM2130876	AT2G23380	Chr2	9954533	9956030	GBF3	EtOH mock treatment for 4 hours	AT2G46270_GBF3_EtOH_ChIP_rep3	TF	ChIP-seq
GSM2130912	AT2G23380	Chr2	9954533	9956005	MYB3	EtOH mock treatment for 4 hours	AT1G22640_MYB3_EtOH_ChIP_rep1	TF	ChIP-seq
GSM2130924	AT2G23380	Chr2	9954534	9956099	RD26	EtOH mock treatment for 4 hours	AT4G27410_RD26_EtOH_ChIP_rep1	TF	ChIP-seq
GSM2130935	AT2G23380	Chr2	9954534	9955974	MYB44	10 uM abscisic acid for 4 hours	AT5G67300_MYB44_ABA_ChIP_rep1	TF	ChIP-seq
GSM2130861	AT2G23380	Chr2	9954535	9955909	NFYB2	10 uM abscisic acid for 4 hours	AT5G47640_NFYB2_ABA_ChIP_rep2	TF	ChIP-seq
GSM2131012	AT2G23380	Chr2	9954535	9956011	DTAF1	10 uM dexamethasone; 6 hours	AT3G45810_DTAF1_Dex_6h_ChIP	TF	ChIP-seq
GSM2130980	AT2G23380	Chr2	9954538	9956057	ABF3	EtOH mock treatment for 4 hours	AT4G34000_ABF3_EtOH_ChIP_rep3	TF	ChIP-seq
GSM1701079	AT2G23380	Chr2	9954543	9956249	TRB1	14 day-old TRB1pro:TRB1-GFP seedlings with GFP-Trap antibody	ChIP-Seq analysis of TRB1 associated sequences_(TRB1-GFP(+)_GFP-Trap)	TF	ChIP-seq
GSM2130875	AT2G23380	Chr2	9954547	9956013	GBF3	10 uM abscisic acid for 4 hours	AT2G46270_GBF3_ABA_ChIP_rep3	TF	ChIP-seq
GSM2130971	AT2G23380	Chr2	9954547	9956028	ABF4	10 uM abscisic acid for 4 hours	AT3G19290_ABF4_ABA_ChIP_rep2	TF	ChIP-seq
GSM2130893	AT2G23380	Chr2	9954550	9956006	GBF2	10 uM abscisic acid for 4 hours	AT4G01120_GBF2_ABA_ChIP_rep1	TF	ChIP-seq
GSM2130894	AT2G23380	Chr2	9954551	9956047	GBF2	EtOH mock treatment for 4 hours	AT4G01120_GBF2_EtOH_ChIP_rep1	TF	ChIP-seq
GSM2130898	AT2G23380	Chr2	9954552	9955989	GBF2	EtOH mock treatment for 4 hours	AT4G01120_GBF2_EtOH_ChIP_rep3	TF	ChIP-seq
GSM2130979	AT2G23380	Chr2	9954553	9956064	ABF3	10 uM abscisic acid for 4 hours	AT4G34000_ABF3_ABA_ChIP_rep3	TF	ChIP-seq
GSM1291189	AT2G23380	Chr2	9954555	9956052	E2Fa	35S::E2Fa-HBH; suspension cells with Ni2+-NTA and streptavidin-sepharose antibody	E2Fa-HBH TChAP output; replicate 1	TF	ChIP-seq
GSM1264686	AT2G23380	Chr2	9954556	9956110	BBM	2;4-D induced somatic embryos; pBBM::BBM-YFP	pBBM::BBM-YFP	TF	ChIP-seq
GSM2130926	AT2G23380	Chr2	9954558	9956032	RD26	EtOH mock treatment for 4 hours	AT4G27410_RD26_EtOH_ChIP_rep2	TF	ChIP-seq
GSM2130895	AT2G23380	Chr2	9954560	9956014	GBF2	10 uM abscisic acid for 4 hours	AT4G01120_GBF2_ABA_ChIP_rep2	TF	ChIP-seq
GSM1925215	AT2G23380	Chr2	9954568	9954769	GATA20: C2C2gata family	protein:GATA20; gene id:AT2G18380; protein family:C2C2gata; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-C2C2gata_tnt-GATA20_colamp_a	TF	DAP-seq
GSM2130976	AT2G23380	Chr2	9954573	9956006	ABF3	EtOH mock treatment for 4 hours	AT4G34000_ABF3_EtOH_ChIP_rep1	TF	ChIP-seq
GSM1260848	AT2G23380	Chr2	9954574	9956012	LHY	WT; 2 week-old whole seedlings	LHY_ChIPSeq	TF	ChIP-seq
GSM2130915	AT2G23380	Chr2	9954574	9956121	MYB3	10 uM abscisic acid for 4 hours	AT1G22640_MYB3_ABA_ChIP_rep3	TF	ChIP-seq
GSM2130896	AT2G23380	Chr2	9954579	9956028	GBF2	EtOH mock treatment for 4 hours	AT4G01120_GBF2_EtOH_ChIP_rep2	TF	ChIP-seq
GSM2130883	AT2G23380	Chr2	9954580	9956093	ANAC032	10 uM abscisic acid for 4 hours	AT1G77450_ANAC032_ABA_ChIP_rep2	TF	ChIP-seq
GSM2130973	AT2G23380	Chr2	9954583	9956020	ABF4	10 uM abscisic acid for 4 hours	AT3G19290_ABF4_ABA_ChIP_rep3	TF	ChIP-seq
GSM2130970	AT2G23380	Chr2	9954594	9956012	ABF4	EtOH mock treatment for 4 hours	AT3G19290_ABF4_EtOH_ChIP_rep1	TF	ChIP-seq
GSM1925315	AT2G23380	Chr2	9954611	9954812	At3g24120: G2like family	protein:At3g24120; gene id:AT3G24120; protein family:G2like; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-G2like_tnt-At3g24120_col_a	TF	DAP-seq
GSM2130928	AT2G23380	Chr2	9954632	9956117	RD26	EtOH mock treatment for 4 hours	AT4G27410_RD26_EtOH_ChIP_rep3	TF	ChIP-seq
GSM1925344	AT2G23380	Chr2	9954773	9954974	HSF3: HSF family	protein:HSF3; gene id:AT5G16820; protein family:HSF; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-HSF_tnt-HSF3_col_a	TF	DAP-seq
GSM1925343	AT2G23380	Chr2	9954774	9954975	HSF3: HSF family	protein:HSF3; gene id:AT5G16820; protein family:HSF; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-HSF_tnt-HSF3_colamp_a	TF	DAP-seq
GSM1848700	AT2G23380	Chr2	9954803	9956044	Pol2	WT; immature inflorescence	30_Pol2ChIP_Col	TF	ChIP-seq
GSM1167551	AT2G23380	Chr2	9954877	9955821	FLM	gFLM with anti-GFP abtibody	gFLM-GFP replicate 1 (DP28)	TF	ChIP-seq
GSM1925040	AT2G23380	Chr2	9954900	9955101	At2g33710: AP2EREBP family	protein:At2g33710; gene id:AT2G33710; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-At2g33710_colamp_a	TF	DAP-seq
GSM1925091	AT2G23380	Chr2	9954903	9955104	ERF115: AP2EREBP family	protein:ERF115; gene id:AT5G07310; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-ERF115_colamp_a	TF	DAP-seq
GSM1925107	AT2G23380	Chr2	9954904	9955105	ERF7: AP2EREBP family	protein:ERF7; gene id:AT3G20310; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-ERF7_col_a	TF	DAP-seq
GSM1925019	AT2G23380	Chr2	9954905	9955106	AT1G28160: AP2EREBP family	protein:AT1G28160; gene id:AT1G28160; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-AT1G28160_colamp_a	TF	DAP-seq
GSM1925263	AT2G23380	Chr2	9954905	9955106	At5g08750: C3H family	protein:At5g08750; gene id:AT5G08750; protein family:C3H; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-C3H_tnt-At5g08750_col_a	TF	DAP-seq
GSM1925064	AT2G23380	Chr2	9954906	9955107	CRF10_col100_a: AP2EREBP family	protein:CRF10; gene id:AT1G68550; protein family:AP2EREBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-AP2EREBP_tnt-CRF10_col100_a	TF	DAP-seq
GSM1925389	AT2G23380	Chr2	9954931	9955132	LBD2: LOBAS2 family	protein:LBD2; gene id:AT1G06280; protein family:LOBAS2; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-LOBAS2_tnt-LBD2_col_a	TF	DAP-seq
GSE24973	AT2G23380	Chr2	9954934	9955746	HY5	4 day-old WT seedlings grown under white light;HY5 ChIP	WL_Hy5_rep1;WL_Hy5_rep2;WL_Hy5_rep3;WL_Hy5_rep4	TF	ChIP-chip
GSM1925547	AT2G23380	Chr2	9954938	9955139	ANAC042: NAC family	protein:ANAC042; gene id:AT2G43000; protein family:NAC; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-NAC_tnt-ANAC042_col_a	TF	DAP-seq
GSM1925636	AT2G23380	Chr2	9954939	9955140	SPL5: SBP family	protein:SPL5; gene id:AT3G15270; protein family:SBP; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-SBP_tnt-SPL5_colamp_a	TF	DAP-seq
GSM1322880	AT2G23380	Chr2	9954984	9956273	H3K4me3	Arabidopsis lyrata accession MN47; yong leaves	Al_H3K4me3_rep2; Arabidopsis lyrata; ChIP-Seq	EF	ChIP-seq
