PF01829	CL0055	Nucleoplasmin	Peptidase_A6	Peptidase A6 family
PF01830	CL0125	Peptidase_CA	Peptidase_C7	Peptidase C7 family
PF01831	CL0125	Peptidase_CA	Peptidase_C16	Peptidase C16 family
PF01832	CL0037	Lysozyme	Glucosaminidase	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase
PF01833	CL0159	E-set	TIG	IPT/TIG domain
PF01834	CL0202	GBD	XRCC1_N	XRCC1 N terminal domain
PF01835	CL0159	E-set	MG2	MG2 domain
PF01837	NA	NA	HcyBio	Homocysteine biosynthesis enzyme, sulfur-incorporation
PF01839	CL0186	Beta_propeller	FG-GAP	FG-GAP repeat
PF01840	NA	NA	TCL1_MTCP1	TCL1/MTCP1 family
PF01841	CL0125	Peptidase_CA	Transglut_core	Transglutaminase-like superfamily
PF01842	CL0070	ACT	ACT	ACT domain
PF01843	CL0020	TPR	DIL	DIL domain
PF01844	CL0263	His-Me_finger	HNH	HNH endonuclease
PF01845	CL0624	CcdB_PemK	CcdB	CcdB protein
PF01846	CL0584	FF	FF	FF domain
PF01847	CL0287	Transthyretin	VHL	VHL beta domain
PF01848	NA	NA	HOK_GEF	Hok/gef family
PF01849	NA	NA	NAC	NAC domain
PF01850	CL0280	PIN	PIN	PIN domain
PF01851	CL0020	TPR	PC_rep	Proteasome/cyclosome repeat
PF01852	CL0209	Bet_v_1_like	START	START domain
PF01853	CL0257	Acetyltrans	MOZ_SAS	MOZ/SAS family
PF01855	CL0254	THDP-binding	POR_N	Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg
PF01856	CL0193	MBB	HP_OMP	Helicobacter outer membrane protein
PF01857	CL0065	Cyclin	RB_B	Retinoblastoma-associated protein B domain
PF01858	CL0065	Cyclin	RB_A	Retinoblastoma-associated protein A domain
PF01861	CL0063	NADP_Rossmann	BpsA_C	Branched-chain polyamine synthase A C-terminal domain
PF01862	NA	NA	PvlArgDC	Pyruvoyl-dependent arginine decarboxylase (PvlArgDC)
PF01863	CL0126	Peptidase_MA	YgjP-like	YgjP-like, metallopeptidase domain
PF01864	CL0234	CTPT	CarS-like	CDP-archaeol synthase
PF01865	CL0297	PhoU	PhoU_div	Protein of unknown function DUF47
PF01866	NA	NA	Diphthamide_syn	Putative diphthamide synthesis protein
PF01867	NA	NA	Cas_Cas1	CRISPR associated protein Cas1
PF01868	CL0639	Rof	RNase_P-MRP_p29	Ribonuclease P/MRP, subunit p29
PF01869	CL0108	Actin_ATPase	BcrAD_BadFG	BadF/BadG/BcrA/BcrD ATPase family
PF01870	CL0236	PDDEXK	Hjc	Archaeal holliday junction resolvase (hjc)
PF01871	NA	NA	AMMECR1	AMMECR1
PF01872	CL0387	DHFred	RibD_C	RibD C-terminal domain
PF01873	CL0123	HTH	eIF-5_eIF-2B	Domain found in IF2B/IF5
PF01874	NA	NA	CitG	ATP:dephospho-CoA triphosphoribosyl transferase 
PF01875	CL0283	LigB	Memo	Memo-like protein
PF01876	CL0034	Amidohydrolase	RNase_P_p30	RNase P subunit p30
PF01877	NA	NA	RNA_binding	RNA binding
PF01878	CL0178	PUA	EVE	EVE domain
PF01880	CL0503	SOR	Desulfoferrodox	Desulfoferrodoxin
PF01881	CL0362	RAMPS-Cas5-like	Cas_Cas6_C	CRISPR associated protein Cas6, C-terminal
PF01882	CL0128	vWA-like	DUF58	Protein of unknown function DUF58
PF01883	CL0232	NifU	FeS_assembly_P	Iron-sulfur cluster assembly protein
PF01884	CL0036	TIM_barrel	PcrB	PcrB family
PF01885	CL0084	ADP-ribosyl	PTS_2-RNA	RNA 2'-phosphotransferase, Tpt1 / KptA family
PF01886	NA	NA	DUF61	Protein of unknown function DUF61
PF01887	NA	NA	SAM_HAT_N	SAM hydroxide adenosyltransferase N-terminal domain
PF01888	NA	NA	CbiD	CbiD
PF01889	NA	NA	DUF63	Membrane protein of unknown function DUF63
PF01890	NA	NA	CbiG_C	Cobalamin synthesis G C-terminus
PF01891	CL0315	Gx_transp	CbiM	Cobalt uptake substrate-specific transmembrane region
PF01893	CL0646	T3SS	UPF0058	Uncharacterised protein family UPF0058
PF01894	NA	NA	UPF0047	Uncharacterised protein family UPF0047
PF01895	CL0297	PhoU	PhoU	PhoU domain
PF01896	CL0243	AEP	DNA_primase_S	DNA primase small subunit
PF01899	NA	NA	MNHE	Na+/H+ ion antiporter subunit
PF01900	NA	NA	RNase_P_Rpp14	Rpp14/Pop5 family
PF01901	CL0499	O-anti_assembly	O_anti_polymase	Putative O-antigen polymerase
PF01902	CL0039	HUP	Diphthami_syn_2	Diphthamide synthase
PF01903	CL0043	Chelatase	CbiX	CbiX
PF01904	NA	NA	DUF72	Protein of unknown function DUF72
PF01905	CL0362	RAMPS-Cas5-like	DevR	CRISPR-associated negative auto-regulator DevR/Csa2
PF01906	CL0522	YbjQ-like	YbjQ_1	Putative heavy-metal-binding
PF01907	CL0167	Zn_Beta_Ribbon	Ribosomal_L37e	Ribosomal protein L37e
PF01909	CL0260	NTP_transf	NTP_transf_2	Nucleotidyltransferase domain
PF01910	CL0360	MTH1187-YkoF	Thiamine_BP	Thiamine-binding protein
PF01912	CL0197	GME	eIF-6	eIF-6 family
PF01913	NA	NA	FTR	Formylmethanofuran-tetrahydromethanopterin formyltransferase
PF01914	CL0292	LysE	MarC	MarC family integral membrane protein
PF01915	NA	NA	Glyco_hydro_3_C	Glycosyl hydrolase family 3 C-terminal domain
PF01916	CL0085	FAD_DHS	DS	Deoxyhypusine synthase
PF01917	CL0327	Pilus	Arch_flagellin	Archaebacterial flagellin
PF01918	CL0441	AlbA	Alba	Alba
PF01920	CL0200	Prefoldin	Prefoldin_2	Prefoldin subunit
PF01921	CL0039	HUP	tRNA-synt_1f	tRNA synthetases class I (K)
PF01922	CL0123	HTH	SRP19	SRP19 protein
PF01923	CL0601	Cob_adeno_trans	Cob_adeno_trans	Cobalamin adenosyltransferase
PF01924	NA	NA	HypD	Hydrogenase formation hypA family
PF01925	CL0292	LysE	TauE	Sulfite exporter TauE/SafE
PF01926	CL0023	P-loop_NTPase	MMR_HSR1	50S ribosome-binding GTPase
PF01927	CL0280	PIN	Mut7-C	Mut7-C RNAse domain
PF01928	CL0273	CYTH	CYTH	CYTH domain
PF01929	CL0107	KOW	Ribosomal_L14e	Ribosomal protein L14
PF01930	CL0236	PDDEXK	Cas_Cas4	Domain of unknown function DUF83
PF01931	CL0269	Maf	NTPase_I-T	Protein of unknown function DUF84
PF01933	NA	NA	CofD	2-phospho-L-lactate transferase CofD
PF01934	CL0291	KNTase_C	HepT-like	Ribonuclease HepT-like
PF01935	CL0023	P-loop_NTPase	DUF87	Helicase HerA, central domain
PF01936	CL0280	PIN	NYN	NYN domain
PF01937	NA	NA	ARMT1-like_dom	Damage-control phosphatase ARMT1-like domain
PF01938	CL0021	OB	TRAM	TRAM domain
PF01939	CL0236	PDDEXK	NucS	Endonuclease NucS
PF01940	NA	NA	DUF92	Integral membrane protein DUF92
PF01941	NA	NA	AdoMet_Synthase	S-adenosylmethionine synthetase (AdoMet synthetase)
PF01943	CL0222	MviN_MATE	Polysacc_synt	Polysaccharide biosynthesis protein
PF01944	NA	NA	SpoIIM	Stage II sporulation protein M
PF01946	CL0063	NADP_Rossmann	Thi4	Thi4 family
PF01947	CL0122	UTRA	Rv2949c-like	Chorismate pyruvate-lyase Rv2949c-like
PF01948	NA	NA	PyrI	Aspartate carbamoyltransferase regulatory chain, allosteric domain
PF01949	CL0219	RNase_H	DUF99	Protein of unknown function DUF99
PF01950	NA	NA	FBPase_3	Fructose-1,6-bisphosphatase
PF01951	CL0319	SHS2	Archease	Archease protein family (MTH1598/TM1083)
PF01954	NA	NA	AF2212-like	AF2212-like
PF01955	NA	NA	CbiZ	Adenosylcobinamide amidohydrolase
PF01956	CL0376	Oxa1	EMC3_TMCO1	Integral membrane protein EMC3/TMCO1-like
PF01957	CL0021	OB	NfeD	NfeD-like C-terminal, partner-binding
PF01958	CL0139	GADPH_aa-bio_dh	Asp_DH_C	Aspartate dehydrogenase, C-terminal
PF01959	NA	NA	DHQS	3-dehydroquinate synthase II
PF01960	CL0635	DmpA_ArgJ	ArgJ	ArgJ family
PF01963	CL0572	TIKI	TraB_PrgY_gumN	TraB/PrgY/gumN family
PF01964	CL0036	TIM_barrel	ThiC_Rad_SAM	Radical SAM ThiC family
PF01965	CL0014	Glutaminase_I	DJ-1_PfpI	DJ-1/PfpI family
PF01966	CL0237	HD_PDEase	HD	HD domain
PF01967	NA	NA	MoaC	MoaC family
PF01968	CL0108	Actin_ATPase	Hydantoinase_A	Hydantoinase/oxoprolinase
PF01969	NA	NA	Ni_insertion	Nickel insertion protein
PF01970	NA	NA	TctA	Tripartite tricarboxylate transporter TctA family
PF01972	CL0127	ClpP_crotonase	SDH_sah	Serine dehydrogenase proteinase
PF01973	NA	NA	MptE-like	6-hydroxymethylpterin diphosphokinase MptE-like
PF01974	CL0236	PDDEXK	tRNA_int_endo	tRNA intron endonuclease, catalytic C-terminal domain
PF01975	NA	NA	SurE	Survival protein SurE
PF01976	NA	NA	DUF116	Protein of unknown function DUF116
PF01977	NA	NA	UbiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
PF01978	CL0123	HTH	TrmB	Sugar-specific transcriptional regulator TrmB
PF01979	CL0034	Amidohydrolase	Amidohydro_1	Amidohydrolase family
PF01980	NA	NA	TrmO	tRNA-methyltransferase O
PF01981	CL0305	PTH2	PTH2	Peptidyl-tRNA hydrolase PTH2
PF01982	NA	NA	CTP-dep_RFKase	Domain of unknown function DUF120
PF01983	CL0110	GT-A	CofC	Guanylyl transferase CofC like
PF01984	NA	NA	dsDNA_bind	Double-stranded DNA-binding domain
PF01985	NA	NA	CRS1_YhbY	CRS1 / YhbY (CRM) domain
PF01986	CL0418	GIY-YIG	DUF123	Domain of unknown function DUF123
PF01987	CL0029	Cupin	AIM24	Mitochondrial biogenesis AIM24
PF01988	NA	NA	VIT1	VIT family
PF01989	CL0364	Leu-IlvD	AcnX_swivel_put	Aconitase X swivel domain
PF01990	NA	NA	ATP-synt_F	ATP synthase (F/14-kDa) subunit
PF01991	CL0255	ATP_synthase	vATP-synt_E	ATP synthase (E/31 kDa) subunit
PF01992	NA	NA	vATP-synt_AC39	ATP synthase (C/AC39) subunit
PF01993	NA	NA	MTD	methylene-5,6,7,8-tetrahydromethanopterin dehydrogenase
PF01994	CL0098	SPOUT	Trm56	tRNA ribose 2'-O-methyltransferase, aTrm56
PF01995	NA	NA	NRD1_2	NrpR regulatory domains NRD1 and 2
PF01996	NA	NA	F420_ligase	F420-0:Gamma-glutamyl ligase
PF01997	NA	NA	Translin	Translin family
PF01998	NA	NA	DUF131	Protein of unknown function DUF131
PF02001	CL0123	HTH	DUF134	Protein of unknown function  DUF134
PF02002	CL0123	HTH	TFIIE_alpha	TFIIE alpha subunit
PF02005	CL0063	NADP_Rossmann	TRM	N2,N2-dimethylguanosine tRNA methyltransferase
PF02006	CL0085	FAD_DHS	PPS_PS	Phosphopantothenate/pantothenate synthetase
PF02007	CL0036	TIM_barrel	MtrH	Tetrahydromethanopterin S-methyltransferase MtrH subunit
PF02008	NA	NA	zf-CXXC	CXXC zinc finger domain
PF02009	CL0656	VSA	RIFIN	Rifin
PF02010	CL0159	E-set	REJ	REJ domain
PF02011	CL0059	6_Hairpin	Glyco_hydro_48	Glycosyl hydrolase family 48
PF02012	CL0434	Sialidase	BNR	BNR/Asp-box repeat
PF02013	NA	NA	CBM_10	Cellulose or protein binding domain
PF02014	CL0159	E-set	Reeler	Reeler domain
PF02015	CL0199	DPBB	Glyco_hydro_45	Glycosyl hydrolase family 45
PF02016	CL0014	Glutaminase_I	Peptidase_S66	LD-carboxypeptidase N-terminal domain
PF02017	CL0072	Ubiquitin	CIDE-N	CIDE-N domain
PF02018	CL0202	GBD	CBM_4_9	Carbohydrate binding domain
PF02019	CL0159	E-set	WIF	WIF domain
PF02020	CL0020	TPR	W2	eIF4-gamma/eIF5/eIF2-epsilon
PF02021	CL0236	PDDEXK	UPF0102	Uncharacterised protein family UPF0102
PF02022	NA	NA	Integrase_Zn	Integrase Zinc binding domain
PF02023	CL0148	Viral_Gag	SCAN	SCAN domain
PF02024	CL0053	4H_Cytokine	Leptin	Leptin
PF02025	CL0053	4H_Cytokine	IL5	Interleukin 5
PF02026	NA	NA	RyR	RyR domain
PF02027	CL0084	ADP-ribosyl	RolB_RolC	RolB/RolC glucosidase family
PF02028	CL0062	APC	BCCT	BCCT, betaine/carnitine/choline family transporter
PF02029	NA	NA	Caldesmon	Caldesmon
PF02030	CL0177	PBP	Lipoprotein_8	Hypothetical lipoprotein (MG045 family)
PF02031	CL0126	Peptidase_MA	Peptidase_M7	Streptomyces extracellular neutral proteinase (M7) family
PF02033	CL0494	DnaA_N	RBFA	Ribosome-binding factor A
PF02035	CL0079	Cystine-knot	Coagulin	Coagulin
PF02036	CL0311	SCP2	SCP2	SCP-2 sterol transfer family
PF02037	CL0306	HeH	SAP	SAP domain
PF02038	NA	NA	ATP1G1_PLM_MAT8	ATP1G1/PLM/MAT8 family
PF02040	CL0182	IT	ArsB	Arsenical pump membrane protein
PF02041	CL0029	Cupin	Auxin_BP	Auxin binding protein
PF02042	NA	NA	RWP-RK	RWP-RK domain
PF02043	NA	NA	Bac_chlorC	Bacteriochlorophyll C binding protein
PF02044	NA	NA	Bombesin	Bombesin-like peptide
PF02045	NA	NA	CBFB_NFYA	CCAAT-binding transcription factor (CBF-B/NF-YA) subunit B
PF02046	NA	NA	COX6A	Cytochrome c oxidase subunit VIa
PF02048	NA	NA	Enterotoxin_ST	Heat-stable enterotoxin ST
PF02049	NA	NA	FliE	Flagellar hook-basal body complex protein FliE
PF02050	CL0419	T3SS-Chaperone	FliJ	Flagellar FliJ protein
PF02052	NA	NA	Gallidermin	Gallidermin
PF02053	NA	NA	Gene66	Gene 66 (IR5) protein
PF02055	CL0058	Glyco_hydro_tim	Glyco_hydro_30	Glycosyl hydrolase family 30 TIM-barrel domain
PF02056	CL0063	NADP_Rossmann	Glyco_hydro_4	Family 4 glycosyl hydrolase
PF02057	CL0058	Glyco_hydro_tim	Glyco_hydro_59	Glycosyl hydrolase family 59
PF02058	NA	NA	Guanylin	Guanylin precursor
PF02059	CL0053	4H_Cytokine	IL3	Interleukin-3
PF02060	NA	NA	ISK_Channel	Slow voltage-gated potassium channel
PF02061	NA	NA	Lambda_CIII	Lambda Phage CIII
PF02063	NA	NA	MARCKS	MARCKS family
PF02064	NA	NA	MAS20	MAS20 protein import receptor
PF02065	CL0058	Glyco_hydro_tim	Melibiase	Melibiase
PF02066	NA	NA	Metallothio_11	Metallothionein family 11
PF02067	NA	NA	Metallothio_5	Metallothionein family 5
PF02068	CL0461	Metallothionein	Metallothio_PEC	Plant PEC family metallothionein
PF02069	CL0461	Metallothionein	Metallothio_Pro	Prokaryotic metallothionein
PF02070	NA	NA	NMU	Neuromedin U
PF02071	CL0020	TPR	NSF	Aromatic-di-Alanine (AdAR) repeat 
PF02072	NA	NA	Orexin	Prepro-orexin
PF02073	NA	NA	Peptidase_M29	Thermophilic metalloprotease (M29)
PF02074	CL0126	Peptidase_MA	Peptidase_M32	Carboxypeptidase Taq (M32) metallopeptidase
PF02075	CL0219	RNase_H	RuvC	Crossover junction endodeoxyribonuclease RuvC
PF02076	CL0192	GPCR_A	STE3	Pheromone A receptor
PF02077	CL0131	DoxD-like	SURF4	SURF4 family
PF02078	CL0483	PreATP-grasp	Synapsin	Synapsin, N-terminal domain
PF02079	NA	NA	TP1	Nuclear transition protein 1
PF02080	CL0582	TrkA_C	TrkA_C	TrkA-C domain
PF02081	NA	NA	TrpBP	Tryptophan RNA-binding attenuator protein
PF02082	CL0123	HTH	Rrf2	Iron-dependent Transcriptional regulator
PF02083	NA	NA	Urotensin_II	Urotensin II
PF02084	NA	NA	Bindin	Bindin
PF02085	CL0317	Multiheme_cytos	Cytochrom_CIII	Class III cytochrome C family
PF02086	CL0063	NADP_Rossmann	MethyltransfD12	D12 class N6 adenine-specific DNA methyltransferase
PF02087	CL0116	Calycin	Nitrophorin	Nitrophorin
PF02088	NA	NA	Ornatin	Ornatin
PF02089	CL0028	AB_hydrolase	Palm_thioest	Palmitoyl protein thioesterase
PF02090	NA	NA	SPAM	Salmonella surface presentation of antigen gene type M protein
PF02091	CL0040	tRNA_synt_II	tRNA-synt_2e	Glycyl-tRNA synthetase alpha subunit
PF02092	NA	NA	tRNA_synt_2f	Glycyl-tRNA synthetase beta subunit
PF02093	CL0148	Viral_Gag	Gag_p30	Gag P30 core shell protein
PF02095	NA	NA	Extensin_1	Extensin-like protein repeat
PF02096	CL0376	Oxa1	60KD_IMP	60Kd inner membrane protein
PF02097	NA	NA	Filo_VP35	Filoviridae VP35
PF02098	CL0116	Calycin	His_binding	Tick histamine binding protein
PF02099	CL0125	Peptidase_CA	Josephin	Josephin
PF02100	CL0257	Acetyltrans	ODC_AZ	Ornithine decarboxylase antizyme
PF02101	CL0192	GPCR_A	Ocular_alb	Ocular albinism type 1 protein
PF02102	CL0126	Peptidase_MA	Peptidase_M35	Deuterolysin metalloprotease (M35) family
PF02104	NA	NA	SURF1	SURF1 family
PF02106	NA	NA	Fanconi_C	Fanconi anaemia group C protein
PF02107	NA	NA	FlgH	Flagellar L-ring protein
PF02108	CL0255	ATP_synthase	FliH	Flagellar assembly protein FliH
PF02109	NA	NA	DAD	DAD family
PF02110	CL0118	Ribokinase	HK	Hydroxyethylthiazole kinase family
PF02112	CL0381	Metallo-HOrase	PDEase_II	cAMP phosphodiesterases class-II
PF02113	CL0013	Beta-lactamase	Peptidase_S13	D-Ala-D-Ala carboxypeptidase 3 (S13) family
PF02114	CL0172	Thioredoxin	Phosducin	Phosducin
PF02115	CL0159	E-set	Rho_GDI	RHO protein GDP dissociation inhibitor
PF02116	NA	NA	STE2	Fungal pheromone mating factor STE2 GPCR
PF02117	CL0192	GPCR_A	7TM_GPCR_Sra	Serpentine type 7TM GPCR chemoreceptor Sra
PF02118	CL0192	GPCR_A	Srg	Srg family chemoreceptor
PF02119	NA	NA	FlgI	Flagellar P-ring protein
PF02120	CL0424	T3SS-hook	Flg_hook	Flagellar hook-length control protein FliK
PF02121	CL0209	Bet_v_1_like	IP_trans	Phosphatidylinositol transfer protein
PF02122	CL0124	Peptidase_PA	Peptidase_S39	Peptidase S39
PF02123	CL0027	RdRP	RdRP_4	Viral RNA-directed RNA-polymerase
PF02124	CL0011	Ig	Marek_A	Marek's disease glycoprotein A
PF02126	CL0034	Amidohydrolase	PTE	Phosphotriesterase family
PF02127	CL0035	Peptidase_MH	Peptidase_M18	Aminopeptidase I zinc metalloprotease (M18)
PF02128	CL0126	Peptidase_MA	Peptidase_M36	Fungalysin metallopeptidase (M36)
PF02129	CL0028	AB_hydrolase	Peptidase_S15	X-Pro dipeptidyl-peptidase (S15 family)
PF02130	CL0126	Peptidase_MA	YbeY	Endoribonuclease YbeY
PF02132	NA	NA	RecR	RecR protein
PF02133	CL0062	APC	Transp_cyt_pur	Permease for cytosine/purines, uracil, thiamine, allantoin
PF02135	NA	NA	zf-TAZ	TAZ zinc finger
PF02136	CL0051	NTF2	NTF2	Nuclear transport factor 2 (NTF2) domain
PF02137	CL0109	CDA	A_deamin	Adenosine-deaminase (editase) domain
PF02138	NA	NA	Beach	Beige/BEACH domain
PF02140	NA	NA	Gal_Lectin	Galactose binding lectin domain
PF02141	CL0330	AVL9	DENN	DENN (AEX-3) domain
PF02142	NA	NA	MGS	MGS-like domain
PF02144	CL0060	DNA_clamp	Rad1	Repair protein Rad1/Rec1/Rad17
PF02145	NA	NA	Rap_GAP	Rap/ran-GAP
PF02146	CL0085	FAD_DHS	SIR2	Sir2 family
PF02148	CL0229	RING	zf-UBP	Zn-finger in ubiquitin-hydrolases and other protein
PF02149	CL0573	KA1-like	KA1	Kinase associated domain 1
PF02150	CL0167	Zn_Beta_Ribbon	RNA_POL_M_15KD	RNA polymerases M/15 Kd subunit
PF02151	CL0671	AAA_lid	UVR	UvrB/uvrC motif
PF02152	CL0334	THBO-biosyn	FolB	Dihydroneopterin aldolase
PF02153	CL0063	NADP_Rossmann	PDH_N	Prephenate dehydrogenase, nucleotide-binding domain
PF02154	CL0355	CheC-like	FliM	Flagellar motor switch protein FliM
PF02155	NA	NA	GCR	Glucocorticoid receptor
PF02156	CL0058	Glyco_hydro_tim	Glyco_hydro_26	Glycosyl hydrolase family 26
PF02157	CL0226	M6PR	Man-6-P_recep	Mannose-6-phosphate receptor
PF02158	NA	NA	Neuregulin	Neuregulin intracellular region
PF02159	NA	NA	Oest_recep	Oestrogen receptor
PF02160	CL0129	Peptidase_AA	Peptidase_A3	Cauliflower mosaic virus peptidase (A3)
PF02161	NA	NA	Prog_receptor	Progesterone receptor
PF02162	NA	NA	XYPPX	XYPPX repeat (two copies)
PF02163	CL0126	Peptidase_MA	Peptidase_M50	Peptidase family M50
PF02165	NA	NA	WT1	Wilm's tumour protein
PF02166	NA	NA	Androgen_recep	Androgen receptor
PF02167	CL0318	Cytochrome-c	Cytochrom_C1	Cytochrome C1 family
PF02169	CL0319	SHS2	LPP20	LPP20 lipoprotein
PF02170	CL0638	PAZ	PAZ	PAZ domain
PF02171	CL0219	RNase_H	Piwi	Piwi domain
PF02172	CL0589	KIX_like	KIX	KIX domain
PF02173	NA	NA	pKID	pKID domain
PF02174	CL0266	PH	IRS	PTB domain (IRS-1 type)
PF02175	CL0192	GPCR_A	7TM_GPCR_Srb	Serpentine type 7TM GPCR chemoreceptor Srb
PF02176	CL0389	TRAF	zf-TRAF	TRAF-type zinc finger
PF02177	NA	NA	APP_N	Amyloid A4 N-terminal heparin-binding
PF02178	NA	NA	AT_hook	AT hook motif
PF02179	NA	NA	BAG	BAG domain
PF02180	NA	NA	BH4	Bcl-2 homology region 4
PF02181	NA	NA	FH2	Formin Homology 2 Domain
PF02182	CL0178	PUA	SAD_SRA	SAD/SRA domain
PF02183	NA	NA	HALZ	Homeobox associated leucine zipper
PF02184	CL0020	TPR	HAT	HAT (Half-A-TPR) repeat
PF02185	NA	NA	HR1	Hr1 repeat
PF02186	CL0123	HTH	TFIIE_beta	TFIIE beta subunit core domain
PF02187	NA	NA	GAS2	Growth-Arrest-Specific Protein 2 Domain
PF02188	NA	NA	GoLoco	GoLoco motif
PF02189	NA	NA	ITAM	Immunoreceptor tyrosine-based activation motif
PF02190	CL0178	PUA	LON_substr_bdg	ATP-dependent protease La (LON) substrate-binding domain 
PF02191	CL0434	Sialidase	OLF	Olfactomedin-like domain
PF02192	CL0072	Ubiquitin	PI3K_p85B	PI3-kinase family, p85-binding domain
PF02194	NA	NA	PXA	PXA domain
PF02195	CL0248	ParBc	ParBc	ParB/Sulfiredoxin domain
PF02196	CL0072	Ubiquitin	RBD	Raf-like Ras-binding domain
PF02197	CL0068	RIIa	RIIa	Regulatory subunit of type II PKA R-subunit
PF02198	CL0003	SAM	SAM_PNT	Sterile alpha motif (SAM)/Pointed domain
PF02199	NA	NA	SapA	Saposin A-type domain
PF02200	NA	NA	STE	STE like transcription factor
PF02201	NA	NA	SWIB	SWIB/MDM2 domain
PF02202	NA	NA	Tachykinin	Tachykinin family
PF02203	CL0457	4HB_MCP	TarH	Tar ligand binding domain homologue
PF02204	NA	NA	VPS9	Vacuolar sorting protein 9 (VPS9) domain
PF02205	NA	NA	WH2	WH2 motif
PF02206	NA	NA	WSN	Domain of unknown function
PF02207	NA	NA	zf-UBR	Putative zinc finger in N-recognin (UBR box)
PF02208	NA	NA	Sorb	Sorbin homologous domain
PF02209	NA	NA	VHP	Villin headpiece domain
PF02210	CL0004	Concanavalin	Laminin_G_2	Laminin G domain
PF02211	CL0610	ETAP	NHase_beta	Nitrile hydratase beta subunit
PF02212	NA	NA	GED	Dynamin GTPase effector domain
PF02213	CL0673	GYF	GYF	GYF domain
PF02214	CL0033	POZ	BTB_2	BTB/POZ domain
PF02216	CL0598	B_GA	B	B domain
PF02217	CL0169	Rep	T_Ag_DNA_bind	Origin of replication binding protein
PF02218	NA	NA	HS1_rep	Repeat in HS1/Cortactin
PF02219	CL0086	FAD_oxidored	MTHFR	Methylenetetrahydrofolate reductase
PF02221	CL0532	LIG	E1_DerP2_DerF2	ML domain
PF02222	CL0179	ATP-grasp	ATP-grasp	ATP-grasp domain
PF02223	CL0023	P-loop_NTPase	Thymidylate_kin	Thymidylate kinase
PF02224	CL0023	P-loop_NTPase	Cytidylate_kin	Cytidylate kinase
PF02225	CL0364	Leu-IlvD	PA	PA domain
PF02226	CL0055	Nucleoplasmin	Pico_P1A	Picornavirus coat protein (VP4)
PF02228	CL0074	Matrix	Gag_p19	Major core protein p19
PF02229	CL0609	sPC4_like	PC4	Transcriptional Coactivator p15 (PC4)
PF02230	CL0028	AB_hydrolase	Abhydrolase_2	Phospholipase/Carboxylesterase
PF02232	NA	NA	Alpha_TIF	Alpha trans-inducing protein (Alpha-TIF) 
PF02233	CL0085	FAD_DHS	PNTB	NAD(P) transhydrogenase beta subunit
PF02234	NA	NA	CDI	Cyclin-dependent kinase inhibitor
PF02236	NA	NA	Viral_DNA_bi	Viral DNA-binding protein, all alpha domain
PF02237	CL0206	TRB	BPL_C	Biotin protein ligase C terminal domain
PF02238	NA	NA	COX7a	Cytochrome c oxidase subunit VII
PF02239	CL0186	Beta_propeller	Cytochrom_D1	Cytochrome D1 heme domain
PF02240	CL0618	MCR	MCR_gamma	Methyl-coenzyme M reductase gamma subunit
PF02241	NA	NA	MCR_beta	Methyl-coenzyme M reductase beta subunit, C-terminal domain
PF02244	CL0570	PPP-I	Propep_M14	Carboxypeptidase activation peptide
PF02245	NA	NA	Pur_DNA_glyco	Methylpurine-DNA glycosylase (MPG)
PF02246	CL0072	Ubiquitin	B1	Protein L b1 domain
PF02247	CL0055	Nucleoplasmin	Como_LCP	Large coat protein
PF02248	CL0055	Nucleoplasmin	Como_SCP	Small coat protein
PF02249	NA	NA	MCR_alpha	Methyl-coenzyme M reductase alpha subunit, C-terminal domain
PF02250	CL0653	VCCI	Orthopox_35kD	35kD major secreted virus protein 
PF02251	NA	NA	PA28_alpha	Proteasome activator pa28 alpha subunit
PF02252	NA	NA	PA28_beta	Proteasome activator pa28 beta subunit
PF02253	CL0193	MBB	PLA1	Phospholipase A1
PF02254	CL0063	NADP_Rossmann	TrkA_N	TrkA-N domain
PF02255	NA	NA	PTS_IIA	PTS system, Lactose/Cellobiose specific IIA subunit
PF02256	NA	NA	Fe_hyd_SSU	Iron hydrogenase small subunit
PF02257	CL0123	HTH	RFX_DNA_binding	RFX DNA-binding domain
PF02258	CL0658	OB_enterotoxin	SLT_beta	Shiga-like toxin beta subunit
PF02259	CL0020	TPR	FAT	FAT domain
PF02260	NA	NA	FATC	FATC domain
PF02261	CL0332	AcetylDC-like	Asp_decarbox	Aspartate decarboxylase
PF02262	NA	NA	Cbl_N	CBL proto-oncogene N-terminal domain 1
PF02263	CL0023	P-loop_NTPase	GBP	Guanylate-binding protein, N-terminal domain
PF02264	CL0193	MBB	LamB	LamB porin
PF02265	CL0368	PhosC-NucP1	S1-P1_nuclease	S1/P1 Nuclease
PF02267	CL0498	Nribosyltransf	Rib_hydrolayse	ADP-ribosyl cyclase
PF02268	NA	NA	TFIIA_gamma_N	Transcription initiation factor IIA, gamma subunit, helical domain
PF02269	CL0012	Histone	TFIID-18kDa	Transcription initiation factor IID, 18kD subunit
PF02270	CL0123	HTH	TFIIF_beta	TFIIF, beta subunit HTH domain
PF02271	NA	NA	UCR_14kD	Ubiquinol-cytochrome C reductase complex 14kD subunit
PF02272	NA	NA	DHHA1	DHHA1 domain
PF02273	CL0028	AB_hydrolase	Acyl_transf_2	Acyl transferase
